Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,total_hours_per_year,avg_hours_per_day,presence_days,Overtime,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
41,0,0,0,2,2,2,1,1,0,0,23870,3.0,17,1,12.0,1,5,1,0,1821.2,7.684388185654009,237,0,4.0,4.0,3.0,1,3
47,0,2,1,21,2,2,1,1,2,0,46390,0.0,11,1,14.0,2,13,5,12,1669.8166666666666,7.16659513590844,233,0,3.0,2.0,1.0,2,3
35,0,0,1,4,3,0,1,2,0,0,78980,7.0,15,0,5.0,2,2,2,2,2523.0333333333333,10.425757575757576,242,1,4.0,3.0,3.0,2,3
22,0,0,2,12,1,5,1,2,2,1,25340,0.0,11,0,4.0,1,3,1,2,1561.9,6.427572016460906,243,0,4.0,3.0,4.0,3,3
35,0,0,1,9,3,2,0,2,2,1,131420,1.0,25,2,10.0,4,10,0,8,1883.2333333333333,8.013758865248228,235,1,2.0,3.0,3.0,3,4
33,0,0,0,3,4,2,1,3,0,0,16110,0.0,14,0,10.0,2,9,8,1,2153.516666666667,9.086568213783405,237,1,2.0,4.0,3.0,2,3
32,0,0,1,3,2,4,1,3,6,1,53630,1.0,13,0,6.0,4,6,4,1,1685.4333333333334,6.993499308437068,241,0,3.0,2.0,3.0,3,3
40,0,0,1,1,4,2,1,2,4,0,50710,8.0,17,1,8.0,3,1,0,0,1500.9833333333333,6.176886145404664,243,0,1.0,4.0,2.0,2,3
32,0,0,1,1,2,2,1,3,2,0,136950,0.0,13,0,3.0,3,2,2,2,1378.5166666666667,5.993550724637681,230,0,2.0,2.0,3.0,3,3
39,0,0,1,4,4,0,1,1,2,1,134020,7.0,14,1,18.0,1,7,1,7,1921.9166666666667,8.007986111111112,240,1,1.0,4.0,3.0,3,3
38,0,0,0,20,4,2,0,2,4,0,20290,3.0,11,1,20.0,3,18,1,11,1843.7,8.01608695652174,230,1,2.0,3.0,3.0,2,3
32,0,0,1,18,3,0,1,2,8,0,63770,1.0,12,2,14.0,3,14,5,7,1907.8333333333333,7.883608815426997,242,0,3.0,4.0,3.0,3,3
37,0,0,1,1,3,0,0,4,2,0,54290,1.0,17,1,16.0,3,16,6,8,2248.9666666666667,9.409902370990237,239,1,3.0,4.0,3.0,3,3
25,0,0,1,2,4,2,0,2,6,2,27850,0.0,21,0,6.0,2,5,0,4,1861.0666666666666,8.02183908045977,232,1,1.0,3.0,2.0,3,4
52,0,2,1,2,4,1,1,1,8,2,46140,2.0,16,1,16.0,3,9,0,0,1653.4,6.804115226337449,243,0,1.0,4.0,2.0,3,3
44,0,0,1,8,1,0,0,1,7,1,26100,6.0,15,0,6.0,2,4,1,2,2647.25,10.761178861788618,246,1,2.0,4.0,3.0,3,3
21,0,0,0,10,5,2,1,3,1,1,66870,1.0,19,3,2.0,0,2,1,2,1902.7666666666667,8.201580459770115,232,1,3.0,1.0,3.0,3,3
39,0,2,1,3,4,0,0,2,4,1,47240,2.0,12,1,21.0,4,6,1,3,1425.35,6.306858407079646,226,0,4.0,4.0,2.0,4,3
23,1,1,1,2,4,0,0,2,6,0,61790,1.0,11,0,1.0,3,1,1,0,1852.2333333333333,7.9494992846924175,233,0,4.0,1.0,2.0,3,3
36,0,0,1,24,3,0,0,2,5,0,61200,0.0,19,0,10.0,2,9,3,4,1791.25,7.822052401746725,229,0,1.0,4.0,3.0,3,3
36,0,1,1,16,1,2,1,2,2,2,105960,7.0,15,0,18.0,3,4,0,2,1860.4666666666667,7.817086834733893,238,0,4.0,2.0,3.0,2,3
56,0,2,1,8,1,0,1,1,2,2,54670,1.0,20,0,13.0,6,13,1,9,1547.2166666666667,6.612037037037037,234,0,3.0,3.0,2.0,2,4
29,1,0,1,9,4,2,1,2,7,0,29960,9.0,25,0,4.0,4,2,2,2,2532.6,10.869527896995708,233,1,1.0,4.0,4.0,3,4
42,0,0,1,17,1,0,1,3,1,0,99980,5.0,24,2,24.0,3,22,4,14,1739.3,7.369915254237288,236,0,1.0,3.0,2.0,2,4
56,1,0,0,10,4,1,1,2,2,0,40780,8.0,24,1,14.0,3,10,9,8,1605.8833333333334,6.8045903954802265,236,0,4.0,3.0,1.0,3,4
41,0,0,1,13,4,0,0,1,0,0,109200,0.0,15,1,21.0,3,20,0,10,1841.7666666666667,7.80409604519774,236,0,1.0,2.0,3.0,4,3
34,0,0,0,1,3,2,0,1,5,0,62320,1.0,13,1,8.0,3,8,1,7,1697.6,7.348917748917748,231,0,4.0,3.0,3.0,3,3
36,0,2,0,1,1,2,0,1,3,2,132470,1.0,14,0,15.0,3,15,11,11,1859.8666666666666,7.685399449035812,242,0,4.0,4.0,2.0,3,3
41,0,0,1,1,5,2,1,1,0,2,40810,2.0,13,0,14.0,3,5,0,4,1683.8166666666666,7.074859943977591,238,0,3.0,2.0,3.0,3,3
32,0,0,0,9,4,0,0,2,1,1,57690,1.0,11,0,4.0,3,4,1,2,1585.45,6.689662447257384,237,0,4.0,1.0,3.0,3,3
35,0,0,1,16,3,2,0,2,0,1,23940,1.0,16,1,9.0,3,9,1,7,2525.1833333333334,10.477939142461965,241,1,3.0,4.0,3.0,3,3
38,0,0,1,23,3,2,1,3,7,0,39040,1.0,22,0,10.0,3,10,1,9,1685.05,6.905942622950819,244,0,1.0,4.0,3.0,2,4
50,1,1,0,4,2,0,0,2,5,2,167990,7.0,14,1,12.0,2,6,0,1,1689.3333333333333,7.188652482269503,235,0,2.0,3.0,3.0,2,3
36,0,0,1,22,4,0,1,1,0,0,29500,4.0,14,0,8.0,1,6,0,0,1509.5333333333333,6.289722222222222,240,0,2.0,4.0,2.0,2,3
45,0,0,0,24,3,0,1,1,5,1,36290,8.0,16,1,8.0,2,5,0,1,1415.4,6.074678111587983,233,0,4.0,3.0,3.0,4,3
40,0,0,0,10,4,0,1,1,1,1,93620,2.0,11,1,8.0,6,2,2,2,1446.65,6.208798283261803,233,0,3.0,3.0,3.0,3,3
35,0,1,0,7,2,0,1,2,6,0,32290,1.0,25,0,10.0,2,10,0,2,2051.3,8.37265306122449,245,1,3.0,3.0,4.0,2,4
40,0,0,1,17,4,0,1,1,8,0,35780,2.0,14,1,20.0,2,5,0,2,1724.6166666666666,7.498333333333333,230,0,3.0,3.0,3.0,3,3
35,0,0,2,14,1,0,1,2,1,0,79880,1.0,18,0,4.0,3,4,1,1,1571.3,6.891666666666667,228,0,3.0,4.0,3.0,3,3
29,0,0,1,1,3,2,1,3,2,0,42840,4.0,11,0,10.0,5,4,0,3,2329.3166666666666,9.787044817927171,238,1,4.0,2.0,3.0,2,3
29,0,0,1,5,3,2,1,2,7,1,75530,1.0,19,0,5.0,3,5,0,4,1380.5,6.1084070796460175,226,0,4.0,1.0,1.0,3,3
50,1,0,1,17,3,2,1,1,1,2,173280,4.0,15,2,20.0,1,3,2,0,2243.7,9.588461538461537,234,1,4.0,1.0,3.0,3,3
39,0,0,0,25,3,2,1,2,2,0,197010,0.0,11,0,21.0,3,20,9,6,1744.3,7.486266094420601,233,0,2.0,4.0,2.0,4,3
31,0,2,1,8,4,0,0,4,2,1,147320,0.0,12,0,10.0,3,9,1,7,1704.4333333333334,7.25290780141844,235,0,2.0,1.0,3.0,3,3
26,0,0,1,11,4,2,1,2,8,1,92780,0.0,20,0,5.0,3,4,0,0,1713.4,7.514912280701755,228,0,4.0,3.0,3.0,3,4
36,0,1,1,5,1,4,1,1,2,0,13590,4.0,12,0,17.0,2,5,0,3,1876.1666666666667,7.689207650273224,244,0,3.0,4.0,3.0,3,3
39,0,0,1,2,1,2,0,1,1,0,47790,4.0,14,2,9.0,3,7,1,7,1458.95,5.9793032786885245,244,0,4.0,1.0,3.0,3,3
27,0,0,1,8,2,2,1,1,5,0,164220,1.0,20,1,6.0,3,6,0,3,2219.766666666667,9.287726638772664,239,1,2.0,2.0,3.0,3,4
49,0,1,1,6,1,2,1,3,0,0,29960,2.0,18,1,17.0,2,9,0,8,1499.4333333333334,6.407834757834758,234,0,4.0,2.0,2.0,2,3
34,0,0,0,4,3,2,0,1,2,0,12610,2.0,14,1,6.0,6,4,1,2,1492.9,6.462770562770563,231,0,2.0,3.0,4.0,3,3
41,1,0,1,7,2,0,0,1,1,1,20990,8.0,12,1,8.0,2,6,0,5,2034.8166666666666,8.585724331926864,237,1,2.0,4.0,1.0,3,3
49,0,1,0,1,4,0,0,2,6,0,58100,1.0,21,1,10.0,2,10,1,7,1525.2166666666667,6.689546783625731,228,0,3.0,2.0,3.0,3,4
37,1,0,1,2,3,0,1,1,2,1,56470,6.0,19,0,7.0,2,0,0,0,1959.8333333333333,8.484126984126984,231,1,4.0,3.0,3.0,3,3
33,0,1,1,10,2,2,1,2,1,0,34200,1.0,14,0,8.0,3,8,3,0,2196.6,9.509090909090908,231,1,4.0,3.0,3.0,3,3
27,0,0,0,5,4,2,0,4,6,0,44000,9.0,17,1,6.0,3,2,2,2,1543.6666666666667,6.378787878787879,242,0,1.0,2.0,3.0,2,3
32,0,1,1,9,2,2,0,2,1,1,35000,0.0,16,1,8.0,2,7,3,6,1715.4666666666667,7.238255977496484,237,0,4.0,4.0,2.0,2,3
59,0,0,0,2,2,3,0,5,7,0,20660,4.0,12,1,12.0,3,1,0,0,2380.883333333333,9.961854951185495,239,1,3.0,1.0,2.0,3,3
30,0,0,1,11,4,2,1,2,5,2,171690,1.0,17,2,1.0,2,1,0,0,1494.8166666666666,6.3881054131054125,234,0,4.0,3.0,3.0,3,3
38,0,1,0,18,4,0,1,2,0,1,41620,0.0,15,1,10.0,1,9,1,8,1923.55,7.981535269709544,241,0,4.0,3.0,3.0,3,3
36,0,0,1,7,3,0,1,1,2,0,92040,6.0,23,1,17.0,2,7,7,7,1773.4166666666667,7.812408223201175,227,0,3.0,3.0,2.0,3,4
35,0,0,2,3,4,5,1,2,8,0,32940,0.0,11,0,6.0,2,5,0,3,1767.4833333333333,7.48933615819209,236,0,1.0,2.0,3.0,3,3
29,0,0,0,29,4,0,1,2,5,1,21270,0.0,11,1,10.0,3,9,0,8,2487.15,10.720474137931035,232,1,4.0,3.0,3.0,2,3
31,0,0,1,2,2,2,1,2,5,2,39750,1.0,15,1,5.0,3,5,4,3,1512.2166666666667,6.327266387726639,239,0,1.0,3.0,2.0,3,3
34,0,0,1,28,3,4,1,1,5,2,107930,0.0,11,3,3.0,1,2,1,2,1758.9,7.58146551724138,232,0,2.0,4.0,3.0,2,3
28,1,0,1,1,4,0,1,5,4,1,100960,2.0,13,0,6.0,2,4,0,3,2552.9666666666667,10.506035665294924,243,1,3.0,3.0,3.0,3,3
29,0,0,1,16,2,0,0,4,5,2,36460,1.0,14,0,10.0,3,10,8,8,1832.65,8.002838427947598,229,1,2.0,1.0,3.0,4,3
32,0,0,2,22,3,5,0,2,4,2,74460,0.0,19,0,7.0,3,6,0,5,2491.3333333333335,10.692417739628041,233,1,1.0,2.0,2.0,3,3
22,0,2,1,8,3,0,0,3,2,2,108510,1.0,16,1,1.0,2,1,0,0,2434.9666666666667,9.979371584699454,244,1,4.0,4.0,2.0,4,3
53,0,0,1,11,3,2,1,2,8,0,21090,2.0,13,0,31.0,3,25,3,7,1905.2166666666667,8.005112044817928,238,1,1.0,4.0,3.0,3,3
38,0,0,1,29,3,0,0,1,6,1,37220,5.0,14,0,6.0,0,3,1,2,2301.883333333333,9.671778711484594,238,1,4.0,4.0,3.0,3,3
24,0,2,1,1,5,0,1,3,1,2,93800,0.0,16,0,5.0,2,4,1,3,1620.05,6.893829787234043,235,0,1.0,3.0,2.0,2,3
36,1,0,1,1,3,0,1,1,4,1,54860,7.0,12,1,10.0,2,5,0,3,1480.2833333333333,6.492470760233918,228,0,3.0,1.0,3.0,3,3
34,0,0,0,24,3,3,1,4,1,1,27420,0.0,11,1,13.0,2,12,2,11,1491.4833333333333,6.112636612021858,244,0,1.0,2.0,3.0,3,3
21,0,0,0,2,3,0,1,2,6,1,137570,1.0,12,1,0.0,3,0,0,0,1379.5833333333333,5.972222222222222,231,0,3.0,4.0,3.0,3,3
34,1,0,0,15,2,3,0,2,1,1,84630,2.0,13,0,8.0,2,4,1,3,1905.65,7.778163265306123,245,0,2.0,1.0,3.0,1,3
53,0,0,0,2,1,0,1,5,3,2,31620,4.0,15,0,26.0,4,14,4,8,1805.3833333333334,7.491217150760719,241,0,3.0,,2.0,3,3
32,1,1,1,10,3,2,0,2,6,1,165980,1.0,13,0,10.0,2,10,6,7,2304.4,9.48312757201646,243,1,2.0,1.0,3.0,3,3
42,0,0,1,10,3,4,1,2,5,0,66510,0.0,20,0,10.0,5,9,4,2,1609.0833333333333,6.876424501424501,234,0,3.0,2.0,,2,4
44,0,0,1,3,1,0,0,1,6,0,23450,3.0,15,2,24.0,0,22,5,17,1686.6,7.086554621848739,238,0,1.0,4.0,3.0,3,3
46,0,0,0,2,3,0,0,1,1,1,34200,3.0,13,2,22.0,3,2,2,1,1897.4666666666667,8.006188466947961,237,1,2.0,1.0,2.0,1,3
33,0,0,0,3,3,2,1,1,6,1,43730,4.0,14,0,7.0,3,1,0,0,1535.8,6.452941176470588,238,0,3.0,4.0,3.0,3,3
44,0,0,2,26,3,0,1,5,0,0,47590,2.0,21,0,9.0,2,4,1,3,2020.6333333333334,8.490056022408965,238,1,4.0,4.0,4.0,3,4
30,0,0,1,1,4,4,0,1,1,1,53010,1.0,16,1,10.0,3,10,1,8,1473.6,6.089256198347107,242,0,4.0,3.0,3.0,3,3
39,1,0,2,1,4,2,1,1,2,0,36730,3.0,14,1,19.0,3,1,0,0,1542.5666666666666,6.481372549019608,238,0,4.0,4.0,4.0,3,3
24,1,0,2,2,5,5,1,3,2,0,47680,2.0,11,1,6.0,2,2,2,0,2343.05,9.68202479338843,242,1,2.0,4.0,2.0,2,3
43,0,0,0,9,5,4,0,1,4,2,12740,1.0,19,0,6.0,3,5,1,4,1584.0166666666667,6.491871584699454,244,0,4.0,3.0,2.0,2,3
50,1,0,1,12,4,2,1,1,4,0,49000,1.0,11,0,3.0,3,3,0,2,2123.8,8.886192468619248,239,1,1.0,3.0,3.0,2,3
35,0,0,0,2,4,3,1,3,6,0,104660,1.0,13,0,2.0,1,2,2,2,1674.6,7.095762711864406,236,0,4.0,4.0,3.0,3,3
36,0,0,1,25,1,0,0,4,2,0,170070,9.0,12,1,6.0,2,1,0,0,2098.3333333333335,9.123188405797102,230,1,2.0,1.0,4.0,2,3
33,0,1,0,9,2,3,1,4,3,0,29090,2.0,11,0,10.0,2,5,1,3,1548.7666666666667,6.590496453900709,235,0,3.0,1.0,3.0,2,3
35,0,0,1,10,1,2,1,1,1,2,57650,1.0,14,1,1.0,2,1,0,0,1470.4833333333333,6.178501400560224,238,0,3.0,4.0,3.0,3,3
27,0,0,0,8,2,3,0,3,1,2,45990,1.0,15,1,1.0,3,1,0,0,1811.9,7.5811715481171555,239,0,4.0,1.0,3.0,2,3
26,1,0,0,4,3,3,1,2,8,1,24040,1.0,12,0,1.0,6,1,0,1,1861.4666666666667,7.692011019283747,242,0,1.0,3.0,2.0,3,3
27,0,1,0,24,3,0,1,4,0,1,31720,1.0,20,1,9.0,1,9,1,7,1562.8833333333334,6.7657287157287165,231,0,4.0,3.0,3.0,3,4
30,0,1,1,1,4,2,1,1,1,1,20330,1.0,14,1,12.0,3,12,3,7,1653.6333333333334,6.805075445816187,243,0,3.0,4.0,3.0,1,3
41,1,0,0,20,4,3,1,2,2,0,102090,1.0,13,1,23.0,2,22,15,8,1433.7166666666667,5.998814504881451,239,0,2.0,3.0,3.0,3,3
34,0,2,1,7,2,4,0,1,1,1,86200,0.0,13,1,10.0,2,9,8,7,1826.1666666666667,7.770921985815603,235,0,2.0,3.0,3.0,2,3
37,0,0,1,17,3,0,0,3,2,0,20640,4.0,16,0,8.0,3,1,0,0,1397.3666666666666,6.075507246376811,230,0,2.0,2.0,3.0,2,3
46,0,1,1,20,3,4,1,3,2,1,40350,4.0,14,1,14.0,2,9,0,8,2145.383333333333,9.287373737373738,231,1,1.0,4.0,3.0,3,3
35,0,0,1,8,4,2,0,3,1,0,38380,1.0,16,1,1.0,2,1,0,1,1645.0333333333333,6.911904761904762,238,0,4.0,4.0,3.0,3,3
48,1,0,1,2,4,4,0,1,2,1,45910,9.0,16,0,23.0,6,1,0,0,2176.35,9.300641025641026,234,1,1.0,3.0,3.0,1,3
28,1,0,1,10,1,2,1,1,2,1,25610,1.0,22,1,2.0,3,2,2,2,2569.9666666666667,10.663762102351313,241,1,3.0,3.0,2.0,3,4
44,0,0,1,1,1,2,0,3,1,2,15630,5.0,12,2,9.0,3,4,1,3,2223.85,9.383333333333333,237,1,2.0,1.0,2.0,3,3
35,0,2,1,5,4,4,0,3,6,0,48980,2.0,15,2,10.0,2,4,2,3,2217.45,9.47628205128205,234,1,3.0,1.0,3.0,3,3
26,0,0,1,4,4,0,0,3,2,0,47890,7.0,20,1,5.0,2,2,0,0,2444.1833333333334,10.184097222222222,240,1,,4.0,2.0,3,4
33,0,1,0,29,4,0,0,1,3,1,31800,1.0,14,1,15.0,2,15,8,12,2012.5,8.214285714285714,245,1,1.0,4.0,3.0,3,3
35,0,1,1,15,3,2,1,3,6,0,65490,1.0,20,0,9.0,3,9,1,8,1488.0,6.469565217391304,230,0,2.0,1.0,2.0,3,4
35,0,0,2,3,2,0,0,1,5,0,63880,3.0,13,0,4.0,6,2,2,2,2153.4,8.789387755102041,245,1,3.0,1.0,3.0,2,3
31,0,0,0,10,2,0,0,2,1,2,112440,3.0,12,1,10.0,3,7,1,7,1378.3833333333334,6.0721732745961825,227,0,4.0,4.0,2.0,3,3
37,0,0,0,4,3,3,1,4,3,2,160320,1.0,13,0,7.0,2,7,0,7,1732.7666666666667,7.404985754985755,234,0,1.0,3.0,4.0,3,3
32,0,0,1,21,3,1,1,2,2,0,23620,1.0,11,0,9.0,2,9,7,8,1896.3833333333334,8.10420227920228,234,1,1.0,4.0,3.0,3,3
38,0,1,1,25,3,2,1,2,6,1,163280,1.0,17,3,10.0,2,10,9,9,1408.0833333333333,6.175804093567251,228,0,4.0,4.0,3.0,3,3
50,0,0,0,2,4,3,0,4,1,2,83760,5.0,14,3,29.0,2,27,13,8,2332.7166666666667,9.521292517006803,245,1,2.0,3.0,2.0,3,3
59,0,0,1,1,3,4,1,1,5,1,166060,7.0,11,0,28.0,6,21,7,9,1654.8666666666666,6.895277777777777,240,0,1.0,1.0,2.0,3,3
36,0,0,0,1,2,3,0,2,2,2,86060,1.0,14,2,17.0,3,17,12,8,1427.0333333333333,5.99593837535014,238,0,3.0,3.0,3.0,3,3
55,0,0,1,7,3,2,1,3,1,2,22720,2.0,17,1,21.0,2,5,0,2,1865.15,8.109347826086957,230,1,4.0,3.0,3.0,3,3
36,0,1,1,3,3,0,0,2,5,1,20180,1.0,13,0,6.0,5,6,0,3,1728.8666666666668,7.203611111111112,240,0,2.0,2.0,3.0,3,3
45,0,0,1,1,2,2,0,1,2,2,70830,2.0,12,1,25.0,5,1,0,0,1609.6333333333334,6.763165266106443,238,0,2.0,1.0,3.0,3,3
35,0,1,2,9,3,1,0,2,7,0,40840,4.0,13,1,5.0,3,3,1,2,1415.3166666666666,6.074320457796852,233,0,2.0,1.0,2.0,3,3
36,1,0,0,7,2,0,1,4,5,0,144110,0.0,18,3,2.0,2,1,0,0,2127.6666666666665,8.865277777777777,240,1,4.0,3.0,2.0,4,3
59,0,1,1,10,4,0,1,3,1,1,23080,7.0,19,1,20.0,4,4,1,3,1604.9,6.80042372881356,236,0,1.0,3.0,2.0,2,3
29,0,0,1,28,4,0,0,1,7,0,48410,0.0,11,0,6.0,3,5,0,4,1885.0333333333333,7.789393939393939,242,0,3.0,2.0,3.0,3,3
31,0,0,1,3,2,2,0,3,2,1,42850,1.0,21,1,1.0,2,1,1,0,1505.9333333333334,6.300976290097629,239,0,3.0,2.0,3.0,1,4
32,0,0,0,3,4,0,1,2,6,0,97150,1.0,15,1,10.0,1,10,0,9,1761.05,7.493829787234042,235,0,2.0,2.0,3.0,2,3
36,0,0,1,2,3,0,1,2,7,0,43200,3.0,17,0,5.0,2,1,0,0,1695.4333333333334,7.184039548022599,236,0,2.0,4.0,3.0,3,3
31,0,0,1,27,3,2,0,2,4,1,21320,1.0,18,0,11.0,3,11,1,8,1481.2166666666667,6.095541838134431,243,0,3.0,4.0,3.0,3,3
35,0,0,1,2,4,2,1,2,0,1,101240,0.0,14,1,16.0,2,15,2,8,1368.4166666666667,6.028267254038179,227,0,3.0,1.0,3.0,4,3
45,0,0,2,14,3,5,0,1,2,0,54730,4.0,13,0,17.0,3,0,0,0,2045.8333333333333,8.93377001455604,229,1,4.0,1.0,4.0,1,3
37,0,0,1,1,3,0,0,3,2,1,52070,4.0,17,3,16.0,3,5,0,2,1501.1666666666667,6.584064327485381,228,0,1.0,3.0,4.0,3,3
46,0,0,1,9,3,2,1,3,8,2,164370,8.0,15,1,16.0,0,4,0,2,2395.9666666666667,10.283118741058656,233,1,2.0,2.0,3.0,3,3
30,0,0,0,18,3,0,1,4,3,0,22960,1.0,18,1,10.0,2,10,3,0,2121.8166666666666,9.185353535353535,231,1,4.0,4.0,2.0,3,3
35,0,0,1,20,4,0,0,3,3,1,40690,1.0,13,0,6.0,5,6,0,4,1831.95,7.896336206896552,232,0,2.0,3.0,3.0,3,3
55,0,0,1,2,3,0,0,2,5,0,74410,3.0,12,1,24.0,4,1,1,0,1523.2666666666667,6.680994152046783,228,0,1.0,4.0,3.0,3,3
38,0,2,0,11,1,3,1,2,5,2,24300,7.0,13,2,17.0,2,13,1,9,2109.9166666666665,8.791319444444444,240,1,2.0,4.0,3.0,4,3
34,0,0,1,8,2,2,1,1,1,0,58780,1.0,14,0,5.0,1,5,1,3,1807.2666666666667,7.961527165932452,227,0,1.0,2.0,3.0,3,3
56,0,0,2,2,1,2,1,2,2,1,26440,4.0,11,1,37.0,2,6,0,2,1491.8166666666666,6.294585091420534,237,0,4.0,4.0,2.0,3,3
23,0,0,1,10,3,2,1,2,5,2,64390,3.0,22,3,3.0,2,0,0,0,1547.1166666666666,6.393044077134986,242,0,3.0,1.0,3.0,3,4
51,0,0,1,29,4,0,0,5,6,0,24510,3.0,17,0,10.0,2,4,0,3,1614.7666666666667,6.6725895316804404,242,0,4.0,4.0,3.0,2,3
30,0,0,0,8,2,4,1,1,7,0,63920,1.0,21,1,11.0,2,11,10,8,1832.5166666666667,7.572382920110193,242,0,3.0,4.0,3.0,4,4
46,1,0,0,1,2,2,0,2,1,1,97140,1.0,22,0,9.0,0,9,4,7,1458.1,6.20468085106383,235,0,3.0,4.0,3.0,3,4
40,0,1,1,6,3,2,1,1,0,0,60770,1.0,16,2,22.0,2,22,11,11,1772.45,7.385208333333334,240,0,3.0,2.0,2.0,2,3
51,0,0,1,8,4,0,0,5,7,1,24500,0.0,12,1,11.0,2,10,1,0,2494.5833333333335,10.09952766531714,247,1,3.0,4.0,1.0,3,3
30,0,0,1,9,3,0,1,1,6,2,92500,1.0,12,3,11.0,0,11,2,7,1882.05,8.077467811158797,233,1,3.0,2.0,2.0,3,3
46,0,1,1,12,1,2,1,1,5,0,20740,2.0,15,1,21.0,3,10,9,5,2201.2166666666667,9.021379781420766,244,1,3.0,1.0,2.0,3,3
32,0,0,0,15,3,3,1,1,1,1,101690,1.0,14,0,12.0,6,11,5,7,1705.5,7.257446808510639,235,0,2.0,3.0,3.0,2,3
54,0,0,1,25,1,2,0,1,5,0,48550,9.0,25,1,16.0,2,4,0,3,1798.4833333333333,7.6206920903954805,236,0,1.0,3.0,1.0,2,4
24,0,0,0,6,2,3,1,2,1,0,40870,0.0,20,3,4.0,1,3,0,2,1841.85,7.771518987341771,237,0,1.0,3.0,2.0,3,4
28,0,2,0,9,4,2,1,2,5,0,23670,1.0,13,0,5.0,2,5,0,4,1374.35,5.975434782608695,230,0,2.0,3.0,4.0,2,3
58,0,0,1,8,4,0,1,2,2,1,29720,0.0,14,0,38.0,2,37,1,8,1731.4,7.095901639344262,244,0,4.0,3.0,2.0,4,3
44,0,2,1,23,2,2,0,1,1,0,195860,4.0,16,0,17.0,3,3,1,2,1608.3166666666666,6.701319444444445,240,0,2.0,2.0,4.0,2,3
37,1,0,2,9,3,5,1,2,0,2,54840,4.0,17,0,7.0,4,3,0,2,2484.9166666666665,10.14251700680272,245,1,3.0,1.0,3.0,3,3
32,0,0,2,12,2,5,0,1,7,1,20610,1.0,15,1,1.0,2,1,0,0,1825.5166666666667,7.971688500727802,229,0,4.0,1.0,3.0,2,3
20,1,1,0,4,4,0,0,2,0,1,99240,1.0,22,0,1.0,3,1,1,0,2497.233333333333,10.717739628040057,233,1,4.0,4.0,3.0,3,4
34,0,0,1,1,4,1,1,4,5,1,41980,1.0,22,1,16.0,2,16,2,10,1842.2166666666667,7.581138545953361,243,0,1.0,3.0,3.0,2,4
37,0,2,0,24,2,0,1,1,1,2,68150,5.0,20,1,17.0,3,1,0,0,1806.95,7.755150214592275,233,0,3.0,4.0,4.0,3,4
59,0,2,1,12,2,0,1,2,2,0,47230,9.0,14,0,30.0,0,3,2,2,1688.2333333333333,7.183971631205674,235,0,3.0,4.0,3.0,3,3
50,0,1,1,3,4,2,1,4,1,0,61420,3.0,13,2,28.0,3,8,0,7,2372.883333333333,9.606815114709851,247,1,1.0,2.0,2.0,2,3
25,1,0,0,10,1,3,1,2,4,1,82370,1.0,13,0,6.0,6,6,0,3,2028.8333333333333,8.524509803921568,238,1,3.0,3.0,3.0,2,3
25,0,0,1,26,3,4,1,1,5,0,88530,1.0,22,1,2.0,3,2,2,1,1769.45,7.693260869565218,230,0,4.0,4.0,3.0,3,4
22,0,0,1,2,1,0,1,1,7,1,193310,1.0,12,1,1.0,2,0,0,0,1449.8,6.303478260869565,230,0,2.0,4.0,3.0,3,3
51,0,1,1,1,3,0,0,1,2,1,20730,3.0,14,1,23.0,4,13,12,8,1806.9,7.466528925619835,242,0,1.0,1.0,2.0,3,3
34,1,1,2,4,4,0,0,5,2,1,55620,1.0,15,0,9.0,3,9,0,6,1899.5333333333333,8.187643678160919,232,1,1.0,3.0,3.0,3,3
54,0,2,1,9,3,0,1,1,5,1,196130,2.0,17,0,23.0,5,5,4,4,1879.5166666666667,8.066595135908441,233,1,4.0,4.0,3.0,3,3
24,0,0,1,2,1,0,1,2,5,0,34070,0.0,13,1,6.0,4,5,1,2,1506.7833333333333,6.522871572871573,231,0,2.0,3.0,3.0,3,3
34,0,0,0,4,3,3,0,2,7,2,50630,6.0,12,1,12.0,2,1,0,0,1364.6166666666666,6.011527165932452,227,0,3.0,2.0,3.0,3,3
37,0,0,0,6,1,4,1,1,5,1,46390,2.0,12,2,12.0,3,5,1,3,1422.3166666666666,6.21098981077147,229,0,3.0,4.0,3.0,3,3
34,0,0,0,9,2,2,1,2,0,1,48760,2.0,21,1,14.0,3,11,5,8,1805.3333333333333,7.8835516739446865,229,0,3.0,1.0,3.0,3,4
36,0,1,2,7,3,2,1,1,1,0,26900,0.0,11,0,10.0,1,9,2,8,1964.5333333333333,8.018503401360544,245,1,2.0,4.0,3.0,3,3
36,0,0,1,1,3,2,0,2,6,2,175670,5.0,13,0,7.0,6,1,0,0,1739.4333333333334,7.4975574712643684,232,0,1.0,4.0,3.0,3,3
43,0,1,1,3,4,0,1,1,2,0,24080,1.0,12,1,25.0,3,25,4,12,2112.7166666666667,8.658674863387978,244,1,3.0,4.0,4.0,3,3
